
ETD     ,VESSELNAME               ,POL,HBL                 ,SHIPPER                                           ,CNEE                                              ,NOTIFY                                            ,CUSTOMER                                          ,AGENT
20230105,WAN HAI 161              ,KR ,SEL2301562          ,EDWARDS LIMITED                                   ,TAIWAN SEMICON MANUFAC CORP FAB14P8               ,TAIWAN SEMICON MANUFAC CORP FAB14P8               ,EDWARDS KOREA                                     ,PHXTWN
20230105,WAN HAI 161              ,KR ,SEL2301563          ,EDWARDS LIMITED                                   ,TAIWAN SEMICON MANUFAC CORP FAB18                 ,TAIWAN SEMICON MANUFAC CORP FAB18                 ,EDWARDS KOREA                                     ,PHXTWN
20230105,WAN HAI 161              ,KR ,SEL2301564          ,EDWARDS LIMITED                                   ,TAIWAN SEMICON MFG. CORP LTD FAB6                 ,TAIWAN SEMICON MFG. CORP LTD FAB6                 ,EDWARDS KOREA                                     ,PHXTWN
20230105,WAN HAI 161              ,KR ,SEL2301565          ,EDWARDS LIMITED                                   ,TAIWAN SEMICON MANUFAC CORP FAB18P5               ,TAIWAN SEMICON MANUFAC CORP FAB18P5               ,EDWARDS KOREA                                     ,PHXTWN
20230105,WAN HAI 161              ,KR ,SEL2301513          ,EDWARDS LIMITED                                   ,TAIWAN SEMICON MANUFAC CORP FAB18P5               ,TAIWAN SEMICON MANUFAC CORP FAB18P5               ,EDWARDS KOREA                                     ,PHXTWN
20230105,WAN HAI 161              ,KR ,SEL2301515          ,EDWARDS LIMITED                                   ,TAIWAN SEMICON MANUFAC CORP FAB18P5               ,TAIWAN SEMICON MANUFAC CORP FAB18P5               ,EDWARDS KOREA                                     ,PHXTWN
20230105,EVER SMILE               ,KR ,SEL2301006          ,BUMI CO LTD                                       ,HUTCHINSON DISTRIBUTION CENTER BUILDING#3         ,HUTCHINSON TRANSFERENCIA DE FLUIDOS               ,BUMI CO LTD                                       ,CHRDKX
20230105,EVER SMILE               ,KR ,SEL2301007          ,BUMI CO LTD                                       ,HUTCHINSON DISTRIBUTION CENTER BUILDING#3         ,HUTCHINSON TRANSFERENCIA DE FLUIDOS               ,BUMI CO LTD                                       ,CHRDKX
20230105,AFIF                     ,KR ,SEL2301545          ,LOTTE CHEMICAL CORPORATION                        ,TO THE ORDER                                      ,CORAL A.E.                                        ,LOTTE CHEMICAL CORP.                              ,SAG015
20230105,AFIF                     ,KR ,SEL2301547          ,LOTTE CHEMICAL CORPORATION                        ,TO THE ORDER                                      ,CORAL A.E.                                        ,LOTTE CHEMICAL CORP.                              ,SAG015
20230105,AFIF                     ,KR ,SEL2301548          ,LOTTE CHEMICAL CORPORATION                        ,TO THE ORDER                                      ,CORAL A.E.                                        ,LOTTE CHEMICAL CORP.                              ,SAG015
20230105,HYUNDAI SMART            ,KR ,SEL2301010          ,KTE CO.  LTD.                                     ,SPARTAN SURFACES                                  ,SAME AS CONSIGNEE                                 ,DECO CO.  LTD.                                    ,CHRNYC
20230105,EVER SMILE               ,KR ,SEL2212014          ,KTE CO.  LTD.                                     ,SPARTAN SURFACES                                  ,SAME AS CONSIGNEE                                 ,DECO CO.  LTD.                                    ,CHRNYC
20230105,OOCL SOUTHAMPTON         ,KR ,SEL2212193          ,TYM CORPORATION                                   ,MATTOON RURAL KING SUPPLY  INC.                   ,AN DERINGER                                       ,TYM CORPORATION                                   ,CHRSTL
20230105,OOCL SOUTHAMPTON         ,KR ,SEL2212192          ,TYM CORPORATION                                   ,MATTOON RURAL KING SUPPLY  INC.                   ,AN DERINGER                                       ,TYM CORPORATION                                   ,CHRSTL
20230105,OOCL SOUTHAMPTON         ,KR ,SEL2212191          ,TYM CORPORATION                                   ,MATTOON RURAL KING SUPPLY  INC.                   ,AN DERINGER                                       ,TYM CORPORATION                                   ,CHRSTL
20230105,OOCL SOUTHAMPTON         ,KR ,SEL2212194          ,TYM CORPORATION                                   ,MATTOON RURAL KING SUPPLY  INC.                   ,AN DERINGER                                       ,TYM CORPORATION                                   ,CHRSTL
20230105,APL SOUTHAMPTON          ,KR ,SEL2212222          ,NF BEAUTY GROUP                                   ,WORMSER CORPORATION                               ,SAME AS CONSIGNEE                                 ,AMI GLS CORP.                                     ,CHRNYC
20230105,OOCL SOUTHAMPTON         ,KR ,SEL2212165          ,DUO-FAST KOREA CO.  LTD.                          ,ITW RENOVATION AND REMODELING DBA ITW PASLODE     ,1) SAME AS CONSIGNEE                              ,DUO-FAST KOREA CO.  LTD.                          ,CHRCHI
20230105,GEORG MAERSK             ,KR ,SEL2301096          ,CLARIOS DELKOR CORPORATION                        ,CLARIOS                                           ,C.H. ROBINSON INTERNATIONAL INC.                  ,CLARIOS DELKOR CORPORATION                        ,CHRCHI
20230105,OOCL SOUTHAMPTON         ,KR ,SEL2212195          ,TYM CORPORATION                                   ,MATTOON RURAL KING SUPPLY  INC.                   ,AN DERINGER                                       ,TYM CORPORATION                                   ,CHRSTL
