
ETD     ,VESSELNAME               ,POL,HBL                 ,SHIPPER                                           ,CNEE                                              ,NOTIFY                                            ,CUSTOMER                                          ,AGENT
20230106,SM QINGDAO               ,KR ,SEL2301103          ,SUNG IL CO. LTD                                   ,MASONITE MORENO VALLEY                            ,A N DERINGER INC                                  ,SUNG IL CO.  LTD.                                 ,CHRCLT
20230106,YM TARGET                ,KR ,SEL2301089          ,HWASEUNG CORPORATION CO. LTD.                     ,TO THE ORDER OF SHIPPER                           ,1) KURIYAMA OF AMERICA                            ,HWASEUNG CORPORATION CO. LTD.                     ,CHRCHI
20230106,YM TARGET                ,KR ,SEL2301086          ,SIDIZ INC                                         ,KI                                                ,KI DISTRIBUTION CENTER                            ,UNICO NETWORK                                     ,CHRCHI
20230106,YM TARGET                ,KR ,SEL2212143          ,MAXFLEX CORPORATION.                              ,TRELLTEX  INC. DBA TEXCEL                         ,SAME AS CONSIGNEE                                 ,MAXFLEX CORPORATION.                              ,CHRHOU
20230106,YM TARGET                ,KR ,SEL2301087          ,DSE  INC.                                         ,BUD INDUSTRIES INC.                               ,SAME AS CONSIGNEE                                 ,DSE  INC.                                         ,CHRCHS
20230106,HYUNDAI SMART            ,KR ,SEL2301102          ,SUNG IL CO. LTD                                   ,MASONITE LAWRENCEVILLE                            ,A N DERINGER INC                                  ,SUNG IL CO.  LTD.                                 ,CHRCLT
20230106,YM TARGET                ,KR ,SEL2301044          ,SEOUL CORPORATION                                 ,DAVE WHITE`S SITEPRO LLC.                         ,SAME AS ABOVE                                     ,SEOUL CORPORATION                                 ,CHRCHI
20230106,NAVIOS MIAMI             ,KR ,SEL2301551          ,HYUNDAI CONSTRUCTION EQUIPMNET                    ,PORTER PARTS                                      ,PORTER PARTS                                      ,HYUNDAI CORE MOTION                               ,APCNZ
20230106,HYUNDAI SMART            ,KR ,SEL2301010          ,KTE CO.  LTD.                                     ,SPARTAN SURFACES                                  ,SAME AS CONSIGNEE                                 ,DECO CO.  LTD.                                    ,CHRNYC
20230106,GOTTFRIED SCHULTE        ,VN ,422303128HCM        ,H & L APPAREL (VIETNAM) CO.  LTD.                 ,WELLS FARGO BANK ON BEHALF OF OUTERSTUFF LLC.     ,OUTERSTUFF LLC.                                   ,H&L CORPORATION                                   ,CHRNYC
