
ETD     ,VESSELNAME               ,POL,HBL                 ,SHIPPER                                           ,CNEE                                              ,NOTIFY                                            ,CUSTOMER                                          ,AGENT
20230116,EDISON                   ,KR ,SEL2301571          ,FUKOKU KOREA CO.  LTD.(CQAHE)                     ,FACTORIA INDUSTRIAL  S.A. DE C.V. (CQAHG)         ,SAME AS CONSIGNEE                                 ,FUKOKU KOREA CO.  LTD.                            ,CHRGRC
20230116,HYUNDAI MARS             ,KR ,SEL2301194          ,TYM CORPORATION                                   ,MATTOON RURAL KING SUPPLY  INC.                   ,AN DERINGER                                       ,TYM CORPORATION                                   ,CHRSTL
20230116,HYUNDAI MARS             ,KR ,SEL2301192          ,TYM CORPORATION                                   ,MATTOON RURAL KING SUPPLY  INC.                   ,AN DERINGER                                       ,TYM CORPORATION                                   ,CHRSTL
20230116,HYUNDAI MARS             ,KR ,SEL2301195          ,BU KWANG TEXTILE CO.  LTD.                        ,TIEDEMANN-BEVS INDUSTRIES                         ,C.H. ROBINSON INTERNATIONAL INC.                  ,BU KWANG TEXTILE CO.  LTD.                        ,CHRIND
20230116,HYUNDAI MARS             ,KR ,SEL2301188          ,INKTEC CO.  LTD.                                  ,LEXJET CORP                                       ,UPS SCS                                           ,INKTEC CO. LTD.                                   ,CHRDKX
20230116,HYUNDAI MARS             ,KR ,SEL2301189          ,INKTEC CO.  LTD.                                  ,BRAND MANAGEMENET GROUP                           ,UPS SCS                                           ,INKTEC CO. LTD.                                   ,CHRDKX
20230116,HYUNDAI MARS             ,KR ,SEL2301041          ,CHUNGHO NAIS CO.  LTD.                            ,QUENCH USA                                        ,SAME AS CONSIGNEE                                 ,CHUNG HO NAIS CO. LTD                             ,CHRMIA
20230116,OOCL BANGKOK             ,KR ,SEL2301205          ,KR FITTING CO. LTD                                ,BOJIN HONGKONG LIMITED                            ,BOJIN HONGKONG LIMITED                            ,KR FITTING CO. LTD                                ,CHRLAX
20230116,HYUNDAI MARS             ,KR ,SEL2301184          ,MEED EUM INDUSTRY CO.                             ,LAUREN AGRISYSTEMS LTD.                           ,SAME AS ABOVE                                     ,MEED EUM INDUSTRY CO.                             ,CHRCLE
20230116,HYUNDAI MARS             ,KR ,SEL2301185          ,MEED EUM INDUSTRY CO.                             ,COOPER STANDARD INDUSTRIAL AND SPECIALTY          ,SAME AS ABOVE                                     ,MEED EUM INDUSTRY CO.                             ,CHRCLE
20230116,HYUNDAI MARS             ,KR ,SEL2301183          ,UNIPOLY                                           ,COOPER STANDARD ISG DISTRIBUTION CENTER.          ,SAME AS CONSIGNEE                                 ,UNIPOLY                                           ,CHRCLE
20230116,TIHAMA                   ,KR ,SEL2301595          ,ONEGENE ELECTRONICS INC.                          ,BERGSTROM EUROPE LTD                              ,BERGSTROM EUROPE LTD                              ,ONEGENE ELECTRONICS INC.                          ,CHRLON
20230116,SM LONG BEACH            ,KR ,SEL2301215          ,GLOBIZ CORP                                       ,ECONOMICAL SOLUTIONS CORP                         ,SAME AS CONSIGNEE                                 ,GLOBIZ CORP                                       ,CHRYMQ
20230116,HYUNDAI MARS             ,KR ,SEL2301155          ,DSE  INC.                                         ,BUD INDUSTRIES INC.                               ,SAME AS CONSIGNEE                                 ,DSE  INC.                                         ,CHRCHS
20230116,MANZANILLO EXPRESS       ,KR ,SEL2301617          ,NOW INDUSTRIES CO.  LTD.                          ,KONGSBERG DRIVELINE SYSTEMS                       ,AA ALFREDO SALINAS JACOBO                         ,NOW INDUSTRIES CO. LTD                            ,CHRGRC
20230116,HYUNDAI MARS             ,KR ,SEL2301045          ,CHUNGHO NAIS CO.  LTD.                            ,QUENCH USA                                        ,SAME AS CONSIGNEE                                 ,CHUNG HO NAIS CO. LTD                             ,CHRMIA
20230116,TIHAMA                   ,KR ,SEL2301569          ,SHIN WOO CO. LTD.                                 ,PATRICK KALLENSEE                                 ,SAME AS CONSIGNEE                                 ,SHIN WOO CO. LTD.                                 ,CHRFRA
20230116,TIHAMA                   ,KR ,SEL2301605          ,WOORY INDUSTRIAL CO. LTD                          ,BERGSTROM (EUROPE) LTD.                           ,SAME AS CONSIGNEE                                 ,WOORY INDUSTRIAL CO.  LTD.                        ,CHRLON
20230116,ZIM IBERIA               ,KR ,SEL2301615          ,KOVEA CO.  LTD.                                   ,KAL-GAV TRADE LTD                                 ,SAME AS CONSIGNEE                                 ,KOVEA CO.  LTD.                                   ,RTC001
20230116,HYUNDAI MARS             ,KR ,SEL2301014          ,HANCHANG PAPER CO.  LTD.                          ,ECO-PRODUCTS INC.                                 ,ECO-PRODUCTS INC.                                 ,HANCHANG PAPER CO. LTD.                           ,CHRCLT
20230116,HYUNDAI MARS             ,KR ,SEL2301009          ,KTE CO.  LTD.                                     ,SPARTAN SURFACES                                  ,SAME AS CONSIGNEE                                 ,DECO CO.  LTD.                                    ,CHRNYC
20230116,HYUNDAI MARS             ,KR ,SEL2301001          ,MAXFLEX CORPORATION.                              ,GREATVAC (ATTN: DUSTIN CHAFFIN)                   ,SAME AS CONSIGNEE                                 ,MAXFLEX CORPORATION.                              ,CHRDEN
20230116,COSCO FORTUNE            ,CH ,422720598TAO        ,C.M. PARTNER  INC.                                ,GENERAC POWER SYSTEMS  INC.                       ,SAME AS CONSIGNEE                                 ,C.M. PARTNER  INC.                                ,CHRCHI
