
ETD     ,VESSELNAME               ,POL,HBL                 ,SHIPPER                                           ,CNEE                                              ,NOTIFY                                            ,CUSTOMER                                          ,AGENT
20230115,HYUNDAI MARS             ,KR ,SEL2301041          ,CHUNGHO NAIS CO.  LTD.                            ,QUENCH USA                                        ,SAME AS CONSIGNEE                                 ,CHUNG HO NAIS CO. LTD                             ,CHRMIA
20230115,HYUNDAI MARS             ,KR ,SEL2301125          ,GNB INTERNATIONAL                                 ,REID WITLIN LTD                                   ,SAME AS CONSIGNEE                                 ,GNB INTERNATIONAL                                 ,CHRLAX
20230115,HYUNDAI MARS             ,KR ,SEL2301128          ,OXFORD CO.  LTD                                   ,CORE ID LLC                                       ,SAME AS CONSIGNEE                                 ,OXFORD CO.  LTD                                   ,CHRSTL
20230115,HYUNDAI MARS             ,KR ,SEL2301022          ,SSANG YONG CABLE MFG. CO.  LTD.                   ,TYDEN BROOKS SECURITY PRODUCTS GROUP              ,SHIP TO : ANGOLA INDIANA                          ,SSANG YONG CABLE MANUFACTURING CO.  LTD.          ,CHRDTW
20230115,HYUNDAI MARS             ,KR ,SEL2301019          ,BUMI CO LTD                                       ,HUTCHINSON DISTRIBUTION CENTER BUILDING#3         ,HUTCHINSON TRANSFERENCIA DE FLUIDOS               ,BUMI CO LTD                                       ,CHRDKX
20230115,HYUNDAI MARS             ,KR ,SEL2301142          ,DONG IL TECHNOLOGY LTD.                           ,CARO PLANT                                        ,SAME AS CONSIGNEE                                 ,DONG IL TECHNOLOGY LTD.                           ,CHRDTW
20230115,HYUNDAI MARS             ,KR ,SEL2301016          ,HANKUK MAGNETO CO.  LTD.                          ,GENERAC POWER SYSTEMS  INC.- WAUKESHA PLANT       ,ATE LOGISTICS INC.                                ,HANKUK MAGNETO CO.  LTD.                          ,CHRCHI
20230115,HYUNDAI MARS             ,KR ,SEL2301131          ,HBI CO.  LTD.                                     ,INNOVATIVE PROCUREMENT  LLC                       ,CH ROBINSON INTERNATIONAL                         ,HBI CO.  LTD.                                     ,CHRSTL
20230115,HYUNDAI MARS             ,KR ,SEL2301127          ,ONEEL METAL COMPANY LTD                           ,LORD CORPORATION                                  ,C.H. ROBINSON INTERNATIONAL INC                   ,ONEEL METAL CO.  LTD.                             ,CHRCLE
20230115,HYUNDAI MARS             ,KR ,SEL2301126          ,LS AUTOMOTIVE TECHNOLOGIES CO.  LTD. 10353        ,ADAC AUTOMOTIVE                                   ,SAME AS CONSIGNEE                                 ,LS AUTOMOTIVE TECHNOLOGIES CO.  LTD.              ,CHRDTW
20230115,HYUNDAI MARS             ,KR ,SEL2301129          ,CENTURY DISTRIBUTION SYSTEM INC.                  ,GRAINGER INTERNATIONAL INC.                       ,EXPEDITORS INTERNATIONAL                          ,KAWASAKI KISEN KAISHA. LTD.                       ,CHRCHI
20230115,HYUNDAI MARS             ,KR ,SEL2301130          ,MONAMI CO.  LTD.                                  ,LA-CO INDUSTRIES  INC.                            ,SAME AS CONSIGNEE                                 ,MONAMI CO LTD.                                    ,CHRCHI
20230115,HYUNDAI MARS             ,KR ,SEL2301124          ,HYOSUNG GOODSPRINGS INC.                          ,PP 8 LA PORTE                                     ,PP 8 LA PORTE                                     ,HYOSUNG GOODSPRINGS  INC.                         ,CHRDTW
20230115,HYUNDAI MARS             ,KR ,SEL2301132          ,LS AUTOMOTIVE TECHNOLOGIES CO.  LTD.              ,LACKS TRIM SYSTEMS                                ,SAME AS CONSIGNEE                                 ,LS AUTOMOTIVE TECHNOLOGIES CO.  LTD.              ,CHRDTW
20230115,HYUNDAI MARS             ,KR ,SEL2301017          ,PAVONINE CO. LTD                                  ,SSW ADVANCED TECHNOLOGIES  LLC                    ,SAME AS CONSIGNEE                                 ,PAVONINE CO. LTD                                  ,CHRDFW
20230115,HYUNDAI MARS             ,KR ,SEL2301020          ,CENTURY DISTRIBUTION SYSTEM INC.                  ,GRAINGER INTERNATIONAL INC.                       ,EXPEDITORS INTERNATIONAL                          ,KAWASAKI KISEN KAISHA. LTD.                       ,CHRCHI
20230115,HYUNDAI MARS             ,KR ,SEL2301021          ,CTK CO. LTD                                       ,HAUS LABS                                         ,PFS RECEIVING                                     ,CTK CO LTD                                        ,CHRCHI
20230115,HYUNDAI MARS             ,KR ,SEL2301023          ,CENTURY DISTRIBUTION SYSTEM INC.                  ,GRAINGER INTERNATIONAL INC.                       ,EXPEDITORS INTERNATIONAL                          ,KAWASAKI KISEN KAISHA. LTD.                       ,CHRCHI
20230115,HYUNDAI MARS             ,KR ,SEL2301141          ,KWANGIL ELECTRIC WIRE CO.  LTD.                   ,IEWC CORP.                                        ,IEWC CORP.                                        ,KWANGIL Electric Wire Co.  Ltd.                   ,CHRCHI
20230115,HYUNDAI MARS             ,KR ,SEL2301136          ,ILJIN STEEL CORPORATION                           ,WINTER TECHNOLOGIES LLC                           ,WINTER TECHNOLOGIES LLC                           ,ILJIN STEEL CORPORATION                           ,CHRSTL
20230115,HYUNDAI MARS             ,KR ,SEL2301137          ,WHEEL CORPORATION (SUPPLIER 300148)               ,HUTCHINSON WAREHOUSE                              ,SAME AS CONSIGNEE                                 ,WHEEL CORPORATION                                 ,CHRDKX
20230115,HYUNDAI MARS             ,KR ,SEL2301139          ,KYUNG CHANG PRECISION. CO. LTD                    ,BORG WARNER EMISSIONS & THERMAL SYSTEMS           ,BORG WARNER EMISSIONS & THERMAL SYSTEMS           ,KYUNG CHANG PRECISION. CO. LTD                    ,CHRDTW
20230115,HYUNDAI MARS             ,KR ,SEL2301025          ,UBIQUOSS INC.                                     ,ADTRAN INC.                                       ,SAME AS ABOVE                                     ,UBIQUOSS INC                                      ,CHRATL
20230115,HYUNDAI MARS             ,KR ,SEL2301140          ,PAVONINE CO. LTD                                  ,GEMTRON CORPORATION                               ,GEMTRON CORPORATION                               ,PAVONINE CO. LTD                                  ,CHRDFW
20230115,HYUNDAI MARS             ,KR ,SEL2301133          ,YG-1 CO.  LTD.                                    ,SID TOOL CO INC                                   ,SID TOOL  CLASS C SOLUTION GROUP.                 ,YG-1 CO.  LTD.                                    ,CHRCLE
20230115,HYUNDAI MARS             ,KR ,SEL2301184          ,MEED EUM INDUSTRY CO.                             ,LAUREN AGRISYSTEMS LTD.                           ,SAME AS ABOVE                                     ,MEED EUM INDUSTRY CO.                             ,CHRCLE
20230115,HYUNDAI MARS             ,KR ,SEL2301185          ,MEED EUM INDUSTRY CO.                             ,COOPER STANDARD INDUSTRIAL AND SPECIALTY          ,SAME AS ABOVE                                     ,MEED EUM INDUSTRY CO.                             ,CHRCLE
20230115,HYUNDAI MARS             ,KR ,SEL2301183          ,UNIPOLY                                           ,COOPER STANDARD ISG DISTRIBUTION CENTER.          ,SAME AS CONSIGNEE                                 ,UNIPOLY                                           ,CHRCLE
20230115,HYUNDAI MARS             ,KR ,BANQ1050462971      ,SOLTAR KOREA CO.  LTD.                            ,SPECTRUM BRANDS INC.                              ,SAME AS CONSIGNEE                                 ,SOLTAR KOREA CO.  LTD.                            ,CHRDKX
20230115,HYUNDAI MARS             ,KR ,BANQ1050481905      ,SOLTAR KOREA CO.  LTD.                            ,SPECTRUM BRANDS INC.                              ,SAME AS CONSIGNEE                                 ,SOLTAR KOREA CO.  LTD.                            ,CHRDKX
20230115,CMA CGM PRIDE            ,KR ,SEL2301592          ,G-DOK INDUSTRIES                                  ,DELTA ENGINEERING BVBA                            ,SAME AS ABOVE                                     ,G-DOK INDUSTRIES                                  ,CHRANR
20230115,HYUNDAI MARS             ,KR ,SEL2301155          ,DSE  INC.                                         ,BUD INDUSTRIES INC.                               ,SAME AS CONSIGNEE                                 ,DSE  INC.                                         ,CHRCHS
20230115,MANZANILLO EXPRESS       ,KR ,SEL2301617          ,NOW INDUSTRIES CO.  LTD.                          ,KONGSBERG DRIVELINE SYSTEMS                       ,AA ALFREDO SALINAS JACOBO                         ,NOW INDUSTRIES CO. LTD                            ,CHRGRC
20230115,INVICTA                  ,KR ,SEL2301618          ,DAMOA ELECTRONICS CO .LTD                         ,TAIZHOU SUPERSTAR ELECTRONICS CO. LTD             ,SAME AS CONSIGNEE                                 ,DAMOA ELECTRONICS CO .LTD                         ,PHXNKG
20230115,NEW CAMELLIA             ,KR ,SEL2301554          ,WHAJIN CO.  LTD.                                  ,NEOMAX KYUSHU CO. LTD.                            ,SAME AS CONSIGNEE                                 ,WHAJIN CO.  LTD.                                  ,JPSGL2
20230115,HYUNDAI MARS             ,KR ,SEL2301138          ,ARUM DENTISTRY CO.  LTD.                          ,AXSYS INCORPORATED                                ,SAME AS CONSIGNEE                                 ,ARUM DENTISTRY CO.  LTD.                          ,CHRDTW
20230115,HYUNDAI MARS             ,KR ,SEL2301018          ,G-DOK INDUSTRIES                                  ,DORODO  LLC                                       ,SAME AS ABOVE                                     ,G-DOK INDUSTRIES                                  ,CHRCHI
20230115,ALBERT MAERSK            ,KR ,SEL2301049          ,CHUNGHO NAIS CO.  LTD.                            ,QUENCH USA                                        ,SAME AS CONSIGNEE                                 ,CHUNG HO NAIS CO. LTD                             ,CHRMIA
20230115,HYUNDAI MARS             ,KR ,SEL2301045          ,CHUNGHO NAIS CO.  LTD.                            ,QUENCH USA                                        ,SAME AS CONSIGNEE                                 ,CHUNG HO NAIS CO. LTD                             ,CHRMIA
20230115,HANSA FLENSBURG          ,KR ,SEL2301612          ,EDWARDS LIMITED                                   ,TAIWAN SEMICON MANUFAC CORP FAB14P8               ,TAIWAN SEMICON MANUFAC CORP FAB14P8               ,EDWARDS KOREA                                     ,PHXTWN
20230115,HANSA FLENSBURG          ,KR ,SEL2301613          ,EDWARDS LIMITED                                   ,TAIWAN SEMICON MANUFAC CORP FAB18P5               ,TAIWAN SEMICON MANUFAC CORP FAB18P5               ,EDWARDS KOREA                                     ,PHXTWN
20230115,HANSA FLENSBURG          ,KR ,SEL2301614          ,EDWARDS LIMITED                                   ,TAIWAN SEMICON MANUFAC CORP FAB18                 ,TAIWAN SEMICON MANUFAC CORP FAB18                 ,EDWARDS KOREA                                     ,PHXTWN
20230115,TIHAMA                   ,KR ,SEL2301569          ,SHIN WOO CO. LTD.                                 ,PATRICK KALLENSEE                                 ,SAME AS CONSIGNEE                                 ,SHIN WOO CO. LTD.                                 ,CHRFRA
20230115,DONGJIN FORTUNE          ,KR ,SEL2301634          ,KANEMATSU KOREA CORPORATION                       ,KANEMATSU CORPORATION / TCC18 DEPT                ,SAME AS CONSIGNEE                                 ,KANEMATSU KOREA CORPORATION                       ,JPSGL2
20230115,HYUNDAI MARS             ,KR ,SEL2301014          ,HANCHANG PAPER CO.  LTD.                          ,ECO-PRODUCTS INC.                                 ,ECO-PRODUCTS INC.                                 ,HANCHANG PAPER CO. LTD.                           ,CHRCLT
20230115,HYUNDAI MARS             ,KR ,SEL2301009          ,KTE CO.  LTD.                                     ,SPARTAN SURFACES                                  ,SAME AS CONSIGNEE                                 ,DECO CO.  LTD.                                    ,CHRNYC
20230115,HYUNDAI MARS             ,KR ,SEL2301001          ,MAXFLEX CORPORATION.                              ,GREATVAC (ATTN: DUSTIN CHAFFIN)                   ,SAME AS CONSIGNEE                                 ,MAXFLEX CORPORATION.                              ,CHRDEN
